ativo,pvp
SAPR4,0.1653057657252728
AMZO34,0.2455190410608844
KLBN3,0.49163315605136854
BBAS3,0.6772908366533865
HSLG11,0.7475188928343803
GGRC11,0.800178412132025
NEWL11,0.806759960235528
ROXO34,0.8239323222132225
BTCI11,0.8468379446640317
XPLG11,0.8739122209610292
ABCB4,0.8765265549559785
INBR32,1.115818616552708
CMIG3,1.636114106460151
ITSA3,1.6967379615246743
TAEE11,1.7410790507085538
GOGL34,6.890029440478263
AAPL34,46.566955709592584
